,quotedate,expiration,strike,impliedvol,delta
1174223,2020-07-01,2020-07-31,331.0,0.1515,-0.9321
1174225,2020-07-01,2020-07-31,332.0,0.1515,-0.9406
1174227,2020-07-01,2020-07-31,333.0,0.1515,-0.9482
1174229,2020-07-01,2020-07-31,334.0,0.1515,-0.9549
1174231,2020-07-01,2020-07-31,335.0,0.1515,-0.9609
1174233,2020-07-01,2020-07-31,336.0,0.1515,-0.9661
1174235,2020-07-01,2020-07-31,337.0,0.1515,-0.9707
1174237,2020-07-01,2020-07-31,338.0,0.1515,-0.9747
1174239,2020-07-01,2020-07-31,339.0,0.1515,-0.9782
1174241,2020-07-01,2020-07-31,340.0,0.1515,-0.9813
1174243,2020-07-01,2020-07-31,341.0,0.1515,-0.9839
1174245,2020-07-01,2020-07-31,345.0,0.1515,-0.991
1174247,2020-07-01,2020-07-31,350.0,0.1515,-0.9952
1174249,2020-07-01,2020-07-31,355.0,0.1515,-0.9969
1174251,2020-07-01,2020-07-31,360.0,0.1515,-0.9974
1174253,2020-07-01,2020-07-31,365.0,0.1515,-0.9976
1174255,2020-07-01,2020-07-31,370.0,0.1515,-0.9977
1174257,2020-07-01,2020-07-31,375.0,0.1515,-0.9977
1174259,2020-07-01,2020-07-31,380.0,0.1515,-0.9977
1174261,2020-07-01,2020-07-31,385.0,0.1515,-0.9977
1174263,2020-07-01,2020-07-31,390.0,0.1515,-0.9977
1183173,2020-07-02,2020-07-31,155.0,0.9023,-0.0018
1183175,2020-07-02,2020-07-31,160.0,0.8813,-0.0023
1183177,2020-07-02,2020-07-31,165.0,0.858,-0.0027
1183179,2020-07-02,2020-07-31,170.0,0.8331,-0.0032
1183181,2020-07-02,2020-07-31,175.0,0.8071,-0.0037
1183183,2020-07-02,2020-07-31,180.0,0.7804,-0.0042
1183185,2020-07-02,2020-07-31,185.0,0.7531,-0.0048
1183187,2020-07-02,2020-07-31,190.0,0.7255,-0.0054
1183189,2020-07-02,2020-07-31,195.0,0.6977,-0.006
1183191,2020-07-02,2020-07-31,200.0,0.6697,-0.0067
1183193,2020-07-02,2020-07-31,205.0,0.6471,-0.0079
1183195,2020-07-02,2020-07-31,210.0,0.6186,-0.0087
1183197,2020-07-02,2020-07-31,215.0,0.5944,-0.01
1183199,2020-07-02,2020-07-31,220.0,0.5695,-0.0114
1183201,2020-07-02,2020-07-31,225.0,0.5473,-0.0134
1183203,2020-07-02,2020-07-31,230.0,0.5224,-0.0153
1183205,2020-07-02,2020-07-31,235.0,0.4995,-0.0179
1183207,2020-07-02,2020-07-31,240.0,0.4766,-0.0209
1183209,2020-07-02,2020-07-31,245.0,0.4545,-0.0247
1183211,2020-07-02,2020-07-31,250.0,0.4335,-0.0296
1183213,2020-07-02,2020-07-31,255.0,0.4136,-0.0359
1183215,2020-07-02,2020-07-31,260.0,0.3951,-0.0443
1183217,2020-07-02,2020-07-31,265.0,0.3773,-0.0551
1183219,2020-07-02,2020-07-31,270.0,0.3614,-0.0698
1183221,2020-07-02,2020-07-31,271.0,0.3575,-0.0728
1183223,2020-07-02,2020-07-31,272.0,0.3547,-0.0766
1183225,2020-07-02,2020-07-31,273.0,0.3516,-0.0803
1183227,2020-07-02,2020-07-31,274.0,0.3487,-0.0844
1183229,2020-07-02,2020-07-31,275.0,0.3456,-0.0885
1183231,2020-07-02,2020-07-31,276.0,0.3422,-0.0927
1183233,2020-07-02,2020-07-31,277.0,0.3394,-0.0975
1183235,2020-07-02,2020-07-31,278.0,0.3362,-0.1022
1183237,2020-07-02,2020-07-31,279.0,0.3332,-0.1073
1183239,2020-07-02,2020-07-31,280.0,0.33,-0.1125
1183241,2020-07-02,2020-07-31,281.0,0.3271,-0.1182
1183243,2020-07-02,2020-07-31,282.0,0.3238,-0.1239
1183245,2020-07-02,2020-07-31,283.0,0.3207,-0.13
1183247,2020-07-02,2020-07-31,284.0,0.3176,-0.1364
1183249,2020-07-02,2020-07-31,285.0,0.3144,-0.14300000000000002
1183251,2020-07-02,2020-07-31,286.0,0.3113,-0.15
1183253,2020-07-02,2020-07-31,287.0,0.3081,-0.1573
1183255,2020-07-02,2020-07-31,288.0,0.3049,-0.165
1183257,2020-07-02,2020-07-31,289.0,0.3017,-0.17300000000000001
1183259,2020-07-02,2020-07-31,290.0,0.2986,-0.1815
1183261,2020-07-02,2020-07-31,291.0,0.2952,-0.1901
1183263,2020-07-02,2020-07-31,292.0,0.2919,-0.1992
1183265,2020-07-02,2020-07-31,293.0,0.2883,-0.2086
1183267,2020-07-02,2020-07-31,294.0,0.2849,-0.2185
1183269,2020-07-02,2020-07-31,295.0,0.2815,-0.22899999999999998
1183271,2020-07-02,2020-07-31,296.0,0.2782,-0.2399
1183273,2020-07-02,2020-07-31,297.0,0.2745,-0.2511
1183275,2020-07-02,2020-07-31,298.0,0.271,-0.263
1183277,2020-07-02,2020-07-31,299.0,0.2671,-0.2752
1183279,2020-07-02,2020-07-31,300.0,0.2633,-0.28800000000000003
1183281,2020-07-02,2020-07-31,301.0,0.2597,-0.3015
1183283,2020-07-02,2020-07-31,302.0,0.2558,-0.3155
1183285,2020-07-02,2020-07-31,303.0,0.2519,-0.3301
1183287,2020-07-02,2020-07-31,304.0,0.2479,-0.3454
1183289,2020-07-02,2020-07-31,305.0,0.2441,-0.3614
1183291,2020-07-02,2020-07-31,306.0,0.2399,-0.37799999999999995
1183293,2020-07-02,2020-07-31,307.0,0.2359,-0.3954
1183295,2020-07-02,2020-07-31,308.0,0.23199999999999998,-0.4135
1183297,2020-07-02,2020-07-31,309.0,0.2279,-0.4324
1183299,2020-07-02,2020-07-31,310.0,0.2237,-0.4521
1183301,2020-07-02,2020-07-31,311.0,0.2194,-0.4725
1183303,2020-07-02,2020-07-31,312.0,0.2153,-0.4938
1183305,2020-07-02,2020-07-31,313.0,0.21100000000000002,-0.5158
1183307,2020-07-02,2020-07-31,314.0,0.2066,-0.5387
1183309,2020-07-02,2020-07-31,315.0,0.2022,-0.5623
1183311,2020-07-02,2020-07-31,316.0,0.1979,-0.5866
1183313,2020-07-02,2020-07-31,317.0,0.1936,-0.6115
1183315,2020-07-02,2020-07-31,318.0,0.1893,-0.637
1183317,2020-07-02,2020-07-31,319.0,0.185,-0.6629999999999999
1183319,2020-07-02,2020-07-31,320.0,0.1808,-0.6892
1183321,2020-07-02,2020-07-31,321.0,0.1766,-0.7156
1183323,2020-07-02,2020-07-31,322.0,0.1722,-0.7422
1183325,2020-07-02,2020-07-31,323.0,0.1677,-0.7688
1183327,2020-07-02,2020-07-31,324.0,0.1632,-0.795
1183329,2020-07-02,2020-07-31,325.0,0.1587,-0.8207
1183331,2020-07-02,2020-07-31,326.0,0.1528,-0.8477
1183333,2020-07-02,2020-07-31,327.0,0.1487,-0.8706
1183335,2020-07-02,2020-07-31,328.0,0.1427,-0.8951
1183337,2020-07-02,2020-07-31,329.0,0.1349,-0.9204
1183339,2020-07-02,2020-07-31,330.0,0.1229,-0.9488
1183341,2020-07-02,2020-07-31,331.0,0.1229,-0.9572
1183343,2020-07-02,2020-07-31,332.0,0.1229,-0.9643
1183345,2020-07-02,2020-07-31,333.0,0.1229,-0.9704
1183347,2020-07-02,2020-07-31,334.0,0.1229,-0.9756
1183349,2020-07-02,2020-07-31,335.0,0.1229,-0.9798
1183351,2020-07-02,2020-07-31,336.0,0.1229,-0.9834
1183353,2020-07-02,2020-07-31,337.0,0.1229,-0.9864
1183355,2020-07-02,2020-07-31,338.0,0.1229,-0.9888
1183357,2020-07-02,2020-07-31,339.0,0.1229,-0.9907
1183359,2020-07-02,2020-07-31,340.0,0.1229,-0.9923
1183361,2020-07-02,2020-07-31,341.0,0.1229,-0.9936
1183363,2020-07-02,2020-07-31,342.0,0.1229,-0.9946
1183365,2020-07-02,2020-07-31,345.0,0.1229,-0.9966
1183367,2020-07-02,2020-07-31,350.0,0.1229,-0.9978
1183369,2020-07-02,2020-07-31,355.0,0.1229,-0.9981
1183371,2020-07-02,2020-07-31,360.0,0.1229,-0.9981
1183373,2020-07-02,2020-07-31,365.0,0.1229,-0.9982
1183375,2020-07-02,2020-07-31,370.0,0.1229,-0.9982
1183377,2020-07-02,2020-07-31,375.0,0.1229,-0.9982
1183379,2020-07-02,2020-07-31,380.0,0.1229,-0.9982
1183381,2020-07-02,2020-07-31,385.0,0.1229,-0.9982
1183383,2020-07-02,2020-07-31,390.0,0.1229,-0.9982
1192491,2020-07-06,2020-08-03,155.0,0.9147,-0.0014
1192493,2020-07-06,2020-08-03,160.0,0.8765,-0.0015
1192495,2020-07-06,2020-08-03,165.0,0.8394,-0.0016
1192497,2020-07-06,2020-08-03,170.0,0.8233,-0.002
1192499,2020-07-06,2020-08-03,175.0,0.7875,-0.0021
1192501,2020-07-06,2020-08-03,180.0,0.7681,-0.0026
1192503,2020-07-06,2020-08-03,185.0,0.7465,-0.0031
1192505,2020-07-06,2020-08-03,190.0,0.7124,-0.0033
1192507,2020-07-06,2020-08-03,195.0,0.6896,-0.0038
1192509,2020-07-06,2020-08-03,200.0,0.6658,-0.0045
1192511,2020-07-06,2020-08-03,205.0,0.6412,-0.0051
1192513,2020-07-06,2020-08-03,210.0,0.6229,-0.0063
1192515,2020-07-06,2020-08-03,215.0,0.5966,-0.006999999999999999
1192517,2020-07-06,2020-08-03,220.0,0.5754,-0.0083
1192519,2020-07-06,2020-08-03,225.0,0.5529,-0.0097
1192521,2020-07-06,2020-08-03,230.0,0.5293,-0.0112
1192523,2020-07-06,2020-08-03,235.0,0.5117,-0.0138
1192525,2020-07-06,2020-08-03,240.0,0.4888,-0.0161
1192527,2020-07-06,2020-08-03,245.0,0.4699,-0.0196
1192529,2020-07-06,2020-08-03,250.0,0.4489,-0.0233
1192531,2020-07-06,2020-08-03,255.0,0.4297,-0.0284
1192533,2020-07-06,2020-08-03,260.0,0.4113,-0.035
1192535,2020-07-06,2020-08-03,265.0,0.39399999999999996,-0.0436
1192537,2020-07-06,2020-08-03,270.0,0.3776,-0.0549
1192539,2020-07-06,2020-08-03,275.0,0.3623,-0.0699
1192541,2020-07-06,2020-08-03,280.0,0.3469,-0.0888
1192543,2020-07-06,2020-08-03,285.0,0.3319,-0.1131
1192545,2020-07-06,2020-08-03,288.0,0.3226,-0.1305
1192547,2020-07-06,2020-08-03,289.0,0.3198,-0.1371
1192549,2020-07-06,2020-08-03,290.0,0.3166,-0.1437
1192551,2020-07-06,2020-08-03,291.0,0.3132,-0.1505
1192553,2020-07-06,2020-08-03,292.0,0.31,-0.1578
1192555,2020-07-06,2020-08-03,293.0,0.3069,-0.1655
1192557,2020-07-06,2020-08-03,294.0,0.3035,-0.1733
1192559,2020-07-06,2020-08-03,295.0,0.3002,-0.1816
1192561,2020-07-06,2020-08-03,296.0,0.2971,-0.1905
1192563,2020-07-06,2020-08-03,297.0,0.2936,-0.1994
1192565,2020-07-06,2020-08-03,298.0,0.2902,-0.2089
1192567,2020-07-06,2020-08-03,299.0,0.2868,-0.2188
1192569,2020-07-06,2020-08-03,300.0,0.2833,-0.2291
1192571,2020-07-06,2020-08-03,301.0,0.2797,-0.2398
1192573,2020-07-06,2020-08-03,302.0,0.2764,-0.2512
1192575,2020-07-06,2020-08-03,303.0,0.2727,-0.2629
1192577,2020-07-06,2020-08-03,304.0,0.26899999999999996,-0.2751
1192579,2020-07-06,2020-08-03,305.0,0.2654,-0.28800000000000003
1192581,2020-07-06,2020-08-03,306.0,0.2617,-0.3014
1192583,2020-07-06,2020-08-03,307.0,0.2581,-0.3154
1192585,2020-07-06,2020-08-03,308.0,0.2543,-0.33
1192587,2020-07-06,2020-08-03,309.0,0.2507,-0.3453
1192589,2020-07-06,2020-08-03,310.0,0.247,-0.3612
1192591,2020-07-06,2020-08-03,311.0,0.2432,-0.3778
1192593,2020-07-06,2020-08-03,312.0,0.2395,-0.3951
1192595,2020-07-06,2020-08-03,313.0,0.23600000000000002,-0.4131
1192597,2020-07-06,2020-08-03,314.0,0.2322,-0.4317
1192599,2020-07-06,2020-08-03,315.0,0.2287,-0.4511
1192601,2020-07-06,2020-08-03,316.0,0.225,-0.4711
1192603,2020-07-06,2020-08-03,317.0,0.2216,-0.4918
1192605,2020-07-06,2020-08-03,318.0,0.2179,-0.5132
1192607,2020-07-06,2020-08-03,319.0,0.2148,-0.5349
1192609,2020-07-06,2020-08-03,320.0,0.2115,-0.5572
1192611,2020-07-06,2020-08-03,321.0,0.2084,-0.5799
1192613,2020-07-06,2020-08-03,322.0,0.2053,-0.6029
1192615,2020-07-06,2020-08-03,323.0,0.2024,-0.626
1192617,2020-07-06,2020-08-03,324.0,0.1997,-0.6491
1192619,2020-07-06,2020-08-03,325.0,0.19699999999999998,-0.6722
1192621,2020-07-06,2020-08-03,326.0,0.1946,-0.6949
1192623,2020-07-06,2020-08-03,327.0,0.1925,-0.7170000000000001
1192625,2020-07-06,2020-08-03,328.0,0.1902,-0.7389
1192627,2020-07-06,2020-08-03,329.0,0.1881,-0.7601
1192629,2020-07-06,2020-08-03,330.0,0.1865,-0.7801
1192631,2020-07-06,2020-08-03,331.0,0.1849,-0.7993
1192633,2020-07-06,2020-08-03,332.0,0.1835,-0.8175
1192635,2020-07-06,2020-08-03,333.0,0.1824,-0.8344
1192637,2020-07-06,2020-08-03,334.0,0.1815,-0.8501
1192639,2020-07-06,2020-08-03,335.0,0.1807,-0.8647
1192641,2020-07-06,2020-08-03,336.0,0.1797,-0.8787
1192643,2020-07-06,2020-08-03,337.0,0.1789,-0.8914
1192645,2020-07-06,2020-08-03,340.0,0.1765,-0.9241
1192647,2020-07-06,2020-08-03,345.0,0.1657,-0.9675
1192649,2020-07-06,2020-08-03,350.0,0.1657,-0.9842
1192651,2020-07-06,2020-08-03,355.0,0.1657,-0.9926
1192653,2020-07-06,2020-08-03,360.0,0.1657,-0.9964
1192655,2020-07-06,2020-08-03,365.0,0.1657,-0.998
1192657,2020-07-06,2020-08-03,370.0,0.1657,-0.9987
1201831,2020-07-07,2020-08-07,155.0,0.8787,-0.0018
1201833,2020-07-07,2020-08-07,160.0,0.8585,-0.0022
1201835,2020-07-07,2020-08-07,165.0,0.8218,-0.0023
1201837,2020-07-07,2020-08-07,170.0,0.7999,-0.0028
1201839,2020-07-07,2020-08-07,175.0,0.7765,-0.0033
1201841,2020-07-07,2020-08-07,180.0,0.752,-0.0038
1201843,2020-07-07,2020-08-07,185.0,0.7268,-0.0043
1201845,2020-07-07,2020-08-07,190.0,0.7011,-0.0049
1201847,2020-07-07,2020-08-07,195.0,0.6818,-0.0059
1201849,2020-07-07,2020-08-07,200.0,0.6548,-0.0066
1201851,2020-07-07,2020-08-07,205.0,0.6331,-0.0077
1201853,2020-07-07,2020-08-07,210.0,0.6103,-0.009000000000000001
1201855,2020-07-07,2020-08-07,215.0,0.5906,-0.0107
1201857,2020-07-07,2020-08-07,220.0,0.5692,-0.0125
1201859,2020-07-07,2020-08-07,225.0,0.5467,-0.0144
1201861,2020-07-07,2020-08-07,230.0,0.5258,-0.0169
1201863,2020-07-07,2020-08-07,235.0,0.5058,-0.0201
1201865,2020-07-07,2020-08-07,240.0,0.4862,-0.0239
1201867,2020-07-07,2020-08-07,245.0,0.4673,-0.0287
1201869,2020-07-07,2020-08-07,250.0,0.4492,-0.0347
1201871,2020-07-07,2020-08-07,255.0,0.4318,-0.0423
1201873,2020-07-07,2020-08-07,260.0,0.4159,-0.0522
1201875,2020-07-07,2020-08-07,265.0,0.4009,-0.0649
1201877,2020-07-07,2020-08-07,270.0,0.3863,-0.0807
1201879,2020-07-07,2020-08-07,274.0,0.3747,-0.0961
1201881,2020-07-07,2020-08-07,275.0,0.3719,-0.1004
1201883,2020-07-07,2020-08-07,276.0,0.3689,-0.1048
1201885,2020-07-07,2020-08-07,277.0,0.366,-0.1095
1201887,2020-07-07,2020-08-07,278.0,0.3632,-0.1144
1201889,2020-07-07,2020-08-07,279.0,0.3605,-0.1195
1201891,2020-07-07,2020-08-07,280.0,0.3575,-0.1247
1201893,2020-07-07,2020-08-07,281.0,0.3546,-0.1302
1201895,2020-07-07,2020-08-07,282.0,0.3517,-0.136
1201897,2020-07-07,2020-08-07,283.0,0.3486,-0.1418
1201899,2020-07-07,2020-08-07,284.0,0.3457,-0.14800000000000002
1201901,2020-07-07,2020-08-07,285.0,0.3424,-0.1542
1201903,2020-07-07,2020-08-07,286.0,0.3397,-0.161
1201905,2020-07-07,2020-08-07,287.0,0.3366,-0.1679
1201907,2020-07-07,2020-08-07,288.0,0.3335,-0.1751
1201909,2020-07-07,2020-08-07,289.0,0.3307,-0.1827
1201911,2020-07-07,2020-08-07,290.0,0.3273,-0.1903
1201913,2020-07-07,2020-08-07,291.0,0.3242,-0.1984
1201915,2020-07-07,2020-08-07,292.0,0.3209,-0.2066
1201917,2020-07-07,2020-08-07,293.0,0.3179,-0.2154
1201919,2020-07-07,2020-08-07,294.0,0.3146,-0.2244
1201921,2020-07-07,2020-08-07,295.0,0.3114,-0.2338
1201923,2020-07-07,2020-08-07,296.0,0.3079,-0.2433
1201925,2020-07-07,2020-08-07,297.0,0.3047,-0.2535
1201927,2020-07-07,2020-08-07,298.0,0.3014,-0.2639
1201929,2020-07-07,2020-08-07,299.0,0.2981,-0.2748
1201931,2020-07-07,2020-08-07,300.0,0.2947,-0.2861
1201933,2020-07-07,2020-08-07,301.0,0.2912,-0.2977
1201935,2020-07-07,2020-08-07,302.0,0.2878,-0.3098
1201937,2020-07-07,2020-08-07,303.0,0.2843,-0.3223
1201939,2020-07-07,2020-08-07,304.0,0.2808,-0.3353
1201941,2020-07-07,2020-08-07,305.0,0.2773,-0.3488
1201943,2020-07-07,2020-08-07,306.0,0.2738,-0.3628
1201945,2020-07-07,2020-08-07,307.0,0.2703,-0.3773
1201947,2020-07-07,2020-08-07,308.0,0.2667,-0.3922
1201949,2020-07-07,2020-08-07,309.0,0.2631,-0.4077
1201951,2020-07-07,2020-08-07,310.0,0.2594,-0.4236
1201953,2020-07-07,2020-08-07,311.0,0.256,-0.4402
1201955,2020-07-07,2020-08-07,312.0,0.2523,-0.4572
1201957,2020-07-07,2020-08-07,313.0,0.2487,-0.4747
1201959,2020-07-07,2020-08-07,314.0,0.2453,-0.4927
1201961,2020-07-07,2020-08-07,315.0,0.2417,-0.5112
1201963,2020-07-07,2020-08-07,316.0,0.2381,-0.5302
1201965,2020-07-07,2020-08-07,317.0,0.2348,-0.5495
1201967,2020-07-07,2020-08-07,318.0,0.2311,-0.5694
1201969,2020-07-07,2020-08-07,319.0,0.2279,-0.5893
1201971,2020-07-07,2020-08-07,320.0,0.2246,-0.6097
1201973,2020-07-07,2020-08-07,321.0,0.2213,-0.6302
1201975,2020-07-07,2020-08-07,322.0,0.2183,-0.6507
1201977,2020-07-07,2020-08-07,323.0,0.2153,-0.6713
1201979,2020-07-07,2020-08-07,324.0,0.2125,-0.6916
1201981,2020-07-07,2020-08-07,325.0,0.2097,-0.7118
1201983,2020-07-07,2020-08-07,326.0,0.2071,-0.7317
1201985,2020-07-07,2020-08-07,327.0,0.2047,-0.7509999999999999
1201987,2020-07-07,2020-08-07,328.0,0.2022,-0.7701
1201989,2020-07-07,2020-08-07,329.0,0.1999,-0.7884
1201991,2020-07-07,2020-08-07,330.0,0.1988,-0.8047
1201993,2020-07-07,2020-08-07,331.0,0.1969,-0.8213
1201995,2020-07-07,2020-08-07,332.0,0.1954,-0.8368
1201997,2020-07-07,2020-08-07,333.0,0.1941,-0.8512
1201999,2020-07-07,2020-08-07,334.0,0.193,-0.8647
1202001,2020-07-07,2020-08-07,335.0,0.192,-0.8772
1202003,2020-07-07,2020-08-07,336.0,0.1908,-0.8893
1202005,2020-07-07,2020-08-07,337.0,0.1901,-0.9
1202007,2020-07-07,2020-08-07,338.0,0.1897,-0.9096
1202009,2020-07-07,2020-08-07,339.0,0.18899999999999997,-0.9188
1202011,2020-07-07,2020-08-07,340.0,0.1876,-0.9281
1202013,2020-07-07,2020-08-07,341.0,0.1876,-0.9352
1202015,2020-07-07,2020-08-07,342.0,0.187,-0.9423
1202017,2020-07-07,2020-08-07,343.0,0.1863,-0.9489
1202019,2020-07-07,2020-08-07,344.0,0.1846,-0.9557
1202021,2020-07-07,2020-08-07,345.0,0.1829,-0.9619
1202023,2020-07-07,2020-08-07,346.0,0.1797,-0.9686
1202025,2020-07-07,2020-08-07,347.0,0.1742,-0.9759
1202027,2020-07-07,2020-08-07,350.0,0.1846,-0.9783
1202029,2020-07-07,2020-08-07,355.0,0.1846,-0.9885
1202031,2020-07-07,2020-08-07,360.0,0.1846,-0.9940000000000001
1202033,2020-07-07,2020-08-07,365.0,0.1846,-0.9968
1202035,2020-07-07,2020-08-07,370.0,0.1846,-0.9981
1202037,2020-07-07,2020-08-07,375.0,0.1846,-0.9987
1202039,2020-07-07,2020-08-07,380.0,0.1846,-0.9989
1211027,2020-07-08,2020-08-07,155.0,0.9018,-0.0018
1211029,2020-07-08,2020-08-07,160.0,0.8640000000000001,-0.0019
1211031,2020-07-08,2020-08-07,165.0,0.8442,-0.0023
1211033,2020-07-08,2020-08-07,170.0,0.8221,-0.0027
1211035,2020-07-08,2020-08-07,175.0,0.7863,-0.0029
1211037,2020-07-08,2020-08-07,180.0,0.7632,-0.0034
1211039,2020-07-08,2020-08-07,185.0,0.7389,-0.0039
1211041,2020-07-08,2020-08-07,190.0,0.7139,-0.0045
1211043,2020-07-08,2020-08-07,195.0,0.6884,-0.0051
1211045,2020-07-08,2020-08-07,200.0,0.6624,-0.0057
1211047,2020-07-08,2020-08-07,205.0,0.6423,-0.0068
1211049,2020-07-08,2020-08-07,210.0,0.6206,-0.008
1211051,2020-07-08,2020-08-07,215.0,0.5978,-0.0092
1211053,2020-07-08,2020-08-07,220.0,0.5741,-0.0106
1211055,2020-07-08,2020-08-07,225.0,0.5532,-0.0124
1211057,2020-07-08,2020-08-07,230.0,0.531,-0.0144
1211059,2020-07-08,2020-08-07,235.0,0.5105,-0.0171
1211061,2020-07-08,2020-08-07,240.0,0.4907,-0.0203
1211063,2020-07-08,2020-08-07,245.0,0.4692,-0.0239
1211065,2020-07-08,2020-08-07,250.0,0.4497,-0.0286
1211067,2020-07-08,2020-08-07,255.0,0.4326,-0.0352
1211069,2020-07-08,2020-08-07,260.0,0.4153,-0.0431
1211071,2020-07-08,2020-08-07,265.0,0.3981,-0.0531
1211073,2020-07-08,2020-08-07,270.0,0.3831,-0.0665
1211075,2020-07-08,2020-08-07,274.0,0.3714,-0.0798
1211077,2020-07-08,2020-08-07,275.0,0.3681,-0.0833
1211079,2020-07-08,2020-08-07,276.0,0.3654,-0.0872
1211081,2020-07-08,2020-08-07,277.0,0.3625,-0.0913
1211083,2020-07-08,2020-08-07,278.0,0.3594,-0.0954
1211085,2020-07-08,2020-08-07,279.0,0.3567,-0.1
1211087,2020-07-08,2020-08-07,280.0,0.3535,-0.1044
1211089,2020-07-08,2020-08-07,281.0,0.3507,-0.1093
1211091,2020-07-08,2020-08-07,282.0,0.3477,-0.1143
1211093,2020-07-08,2020-08-07,283.0,0.345,-0.1198
1211095,2020-07-08,2020-08-07,284.0,0.342,-0.1252
1211097,2020-07-08,2020-08-07,285.0,0.3389,-0.1309
1211099,2020-07-08,2020-08-07,286.0,0.336,-0.1369
1211101,2020-07-08,2020-08-07,287.0,0.3329,-0.14300000000000002
1211103,2020-07-08,2020-08-07,288.0,0.3297,-0.1494
1211105,2020-07-08,2020-08-07,289.0,0.3269,-0.1563
1211107,2020-07-08,2020-08-07,290.0,0.3235,-0.1631
1211109,2020-07-08,2020-08-07,291.0,0.3203,-0.1704
1211111,2020-07-08,2020-08-07,292.0,0.3171,-0.17800000000000002
1211113,2020-07-08,2020-08-07,293.0,0.3139,-0.1859
1211115,2020-07-08,2020-08-07,294.0,0.3108,-0.1942
1211117,2020-07-08,2020-08-07,295.0,0.3075,-0.2027
1211119,2020-07-08,2020-08-07,296.0,0.304,-0.2115
1211121,2020-07-08,2020-08-07,297.0,0.3007,-0.2208
1211123,2020-07-08,2020-08-07,298.0,0.2973,-0.2304
1211125,2020-07-08,2020-08-07,299.0,0.2938,-0.2404
1211127,2020-07-08,2020-08-07,300.0,0.2904,-0.2508
1211129,2020-07-08,2020-08-07,301.0,0.2868,-0.2616
1211131,2020-07-08,2020-08-07,302.0,0.2832,-0.2729
1211133,2020-07-08,2020-08-07,303.0,0.2797,-0.2847
1211135,2020-07-08,2020-08-07,304.0,0.2761,-0.2969
1211137,2020-07-08,2020-08-07,305.0,0.2724,-0.3096
1211139,2020-07-08,2020-08-07,306.0,0.2688,-0.3229
1211141,2020-07-08,2020-08-07,307.0,0.265,-0.3366
1211143,2020-07-08,2020-08-07,308.0,0.2612,-0.3509
1211145,2020-07-08,2020-08-07,309.0,0.2576,-0.3659
1211147,2020-07-08,2020-08-07,310.0,0.2538,-0.3813
1211149,2020-07-08,2020-08-07,311.0,0.25,-0.3974
1211151,2020-07-08,2020-08-07,312.0,0.2463,-0.4141
1211153,2020-07-08,2020-08-07,313.0,0.2425,-0.4314
1211155,2020-07-08,2020-08-07,314.0,0.2386,-0.4494
1211157,2020-07-08,2020-08-07,315.0,0.2347,-0.4679
1211159,2020-07-08,2020-08-07,316.0,0.231,-0.4871
1211161,2020-07-08,2020-08-07,317.0,0.2272,-0.5069
1211163,2020-07-08,2020-08-07,318.0,0.2235,-0.5272
1211165,2020-07-08,2020-08-07,319.0,0.2197,-0.5481
1211167,2020-07-08,2020-08-07,320.0,0.21600000000000003,-0.5695
1211169,2020-07-08,2020-08-07,321.0,0.2124,-0.5913
1211171,2020-07-08,2020-08-07,322.0,0.2087,-0.6135
1211173,2020-07-08,2020-08-07,323.0,0.2052,-0.636
1211175,2020-07-08,2020-08-07,324.0,0.2018,-0.6585
1211177,2020-07-08,2020-08-07,325.0,0.1986,-0.6811
1211179,2020-07-08,2020-08-07,326.0,0.1955,-0.7035
1211181,2020-07-08,2020-08-07,327.0,0.1925,-0.7256
1211183,2020-07-08,2020-08-07,328.0,0.1893,-0.7477
1211185,2020-07-08,2020-08-07,329.0,0.1865,-0.769
1211187,2020-07-08,2020-08-07,330.0,0.184,-0.7894
1211189,2020-07-08,2020-08-07,331.0,0.1816,-0.809
1211191,2020-07-08,2020-08-07,332.0,0.179,-0.8282
1211193,2020-07-08,2020-08-07,333.0,0.1767,-0.8461
1211195,2020-07-08,2020-08-07,334.0,0.1744,-0.8631
1211197,2020-07-08,2020-08-07,335.0,0.1727,-0.8783
1211199,2020-07-08,2020-08-07,336.0,0.171,-0.8924
1211201,2020-07-08,2020-08-07,337.0,0.1687,-0.9064
1211203,2020-07-08,2020-08-07,338.0,0.1663,-0.9194
1211205,2020-07-08,2020-08-07,339.0,0.1637,-0.9315
1211207,2020-07-08,2020-08-07,340.0,0.1601,-0.9435
1211209,2020-07-08,2020-08-07,341.0,0.157,-0.9537
1211211,2020-07-08,2020-08-07,342.0,0.1516,-0.9648
1211213,2020-07-08,2020-08-07,343.0,0.157,-0.9649
1211215,2020-07-08,2020-08-07,344.0,0.157,-0.9696
1211217,2020-07-08,2020-08-07,345.0,0.157,-0.9737
1211219,2020-07-08,2020-08-07,346.0,0.157,-0.9774
1211221,2020-07-08,2020-08-07,347.0,0.157,-0.9805
1211223,2020-07-08,2020-08-07,350.0,0.157,-0.9877
1211225,2020-07-08,2020-08-07,355.0,0.157,-0.9944
1211227,2020-07-08,2020-08-07,360.0,0.157,-0.9973
1211229,2020-07-08,2020-08-07,365.0,0.157,-0.9985
1211231,2020-07-08,2020-08-07,370.0,0.157,-0.9989
1211233,2020-07-08,2020-08-07,375.0,0.157,-0.9991
1211235,2020-07-08,2020-08-07,380.0,0.157,-0.9991
1220099,2020-07-09,2020-08-07,155.0,0.912,-0.0018
